time [s];velx [m/s];vely [m/s];velz [m/s];posx [m];posy [m];posz [m]
0.000000;0;0;0;1.5;0.5;0.003
0.001001;0.0570893;7.88562e-08;0.0175873;1.5;0.5;0.003
0.002002;0.0598105;-4.27005e-08;0.0284092;1.5;0.5;0.003
0.003002;0.0702612;3.88751e-07;0.0248262;1.5;0.5;0.003
0.004002;0.0858516;4.49993e-07;0.0158106;1.5;0.5;0.003
0.005003;0.0956245;8.14492e-08;0.0230251;1.5;0.5;0.003
0.006003;0.105341;-8.50829e-07;0.0285532;1.5;0.5;0.003
0.007003;0.117735;1.97212e-07;0.0335604;1.5;0.5;0.003
0.008003;0.133899;4.40253e-07;0.0300853;1.5;0.5;0.003
0.009002;0.148243;-1.15799e-08;0.0295583;1.5;0.5;0.003
0.010002;0.159908;1.09183e-06;0.0315118;1.5;0.5;0.003
0.011001;0.172319;-6.73761e-07;0.0337391;1.5;0.5;0.003
0.012022;0.184436;1.71458e-07;0.0346098;1.5;0.5;0.003
0.013020;0.194646;6.63664e-07;0.0376499;1.5;0.5;0.003
0.014017;0.205933;-1.26949e-05;0.0404063;1.5;0.5;0.003
0.015015;0.217805;-0.00018927;0.0438415;1.5;0.5;0.003
0.016012;0.227383;-0.000390274;0.0489248;1.5;0.5;0.003
0.017009;0.240896;0.000292163;0.0564521;1.5;0.5;0.003
0.018006;0.256971;0.000452212;0.0631131;1.5;0.5;0.003
0.019003;0.272368;-0.000148272;0.0630663;1.5;0.5;0.003
0.020022;0.287165;-0.000138986;0.061561;1.5;0.5;0.003
0.021018;0.299167;0.000131452;0.0657101;1.5;0.5;0.003
0.022012;0.310065;-2.83311e-05;0.0797432;1.5;0.5;0.003
0.023005;0.319832;-9.74026e-05;0.0984452;1.5;0.5;0.003
0.024020;0.337344;-0.000122126;0.0921003;1.5;0.5;0.003
0.025013;0.359962;-7.83136e-05;0.0749545;1.5;0.5;0.003
0.026005;0.378608;-4.76e-05;0.0939633;1.5;0.5;0.003
0.027018;0.400532;-4.18213e-05;0.0822119;1.5;0.5;0.003
0.028008;0.402625;-5.47691e-05;0.0555303;1.5;0.5;0.003
0.029021;0.4103;-7.28911e-05;0.0677845;1.5;0.5;0.003
0.030012;0.404451;-1.94357e-05;0.0864189;1.5;0.5;0.003
0.031001;0.409641;4.96733e-05;0.0704885;1.5;0.5;0.003
0.032013;0.432455;8.42213e-05;0.048298;1.5;0.5;0.003
0.033003;0.45352;3.515e-06;0.0930842;1.5;0.5;0.003
0.034014;0.474781;1.96433e-05;0.0855935;1.5;0.5;0.003
0.035003;0.460502;-1.54256e-05;0.0791335;1.5;0.5;0.003
0.036013;0.469981;3.04055e-05;0.0850461;1.5;0.5;0.003
0.037022;0.47428;0.000127017;0.0918945;1.5;0.5;0.003
0.038010;0.492893;0.000125907;0.0750335;1.5;0.5;0.003
0.039022;0.506709;8.90841e-05;0.0509535;1.5;0.5;0.003
0.040010;0.504082;0.00010718;0.0426681;1.5;0.5;0.003
0.041018;0.503775;-0.000235364;0.0545036;1.5;0.5;0.003
0.042006;0.508364;-3.97763e-05;0.0610888;1.5;0.5;0.003
0.043017;0.518264;0.000900858;0.0698332;1.5;0.5;0.003
0.044004;0.525623;0.000537287;0.106474;1.5;0.5;0.003
0.045013;0.522111;0.000393856;0.106181;1.5;0.5;0.003
0.046021;0.547413;5.48403e-05;0.105916;1.5;0.5;0.003
0.047007;0.583956;0.000197275;0.0854861;1.5;0.5;0.003
0.048017;0.611737;-0.000432105;0.101525;1.5;0.5;0.003
0.049003;0.619622;-0.000100518;0.0840872;1.5;0.5;0.003
0.050010;0.598314;-0.000286268;0.0739132;1.5;0.5;0.003
0.051018;0.587555;-0.000421393;0.137454;1.5;0.5;0.003
0.052003;0.594539;-0.000224135;0.154977;1.5;0.5;0.003
0.053011;0.627616;0.000288106;0.0729447;1.5;0.5;0.003
