dp;case_name;status;max_displacement_m;max_rotation_deg;max_velocity_ms;max_sph_force_N;max_contact_force_N;max_flow_velocity_ms;max_water_height_m;criterion_mode;criterion_class;criterion_reference_time_s;moved;rotated;flow_gauge_id;water_gauge_id;sim_time_s;n_timesteps;n_particles;mem_gpu_mb;mem_gpu_cells_mb;tiempo_min
0.002;conv_probe_dp002_f06625_dp0002;OK;0.0028368579449802632;7.286304068169497;0.07814484196669669;8.399314168121169;13299.80512212867;0.7413552022064467;0.0647994;displacement_only;ESTABLE;0.500003;False;True;V05;hmax03;9.99901;9500;51862438;9999.701778411865;854.3244400024414;1140.0508876403173
