dp;case_name;status;max_displacement_m;max_rotation_deg;max_velocity_ms;max_sph_force_N;max_contact_force_N;max_flow_velocity_ms;max_water_height_m;sim_time_s;n_timesteps;n_particles;mem_gpu_mb;mem_gpu_cells_mb;tiempo_min
0.003;frontier003_f0685_dp0003;OK;0.0037975072086827905;4.759904150549482;0.10000052766360785;8.246558916542098;10741.719666077355;0.0;0.127157;9.999001;9500;17525854;3338.543342590332;248.04215240478516;248.85804593165716
