dp;case_name;status;max_displacement_m;max_rotation_deg;max_velocity_ms;max_sph_force_N;max_contact_force_N;max_flow_velocity_ms;max_water_height_m;criterion_mode;criterion_class;criterion_reference_time_s;moved;rotated;flow_gauge_id;water_gauge_id;sim_time_s;n_timesteps;n_particles;mem_gpu_mb;mem_gpu_cells_mb;tiempo_min
0.002;conv_reassure_dp002_f068050_dp0002;OK;0.0026493735108510095;7.978862820919385;0.06980159152913348;7.890777247643036;12907.550129067871;0.788098638294293;0.0655551;displacement_only;ESTABLE;0.500003;False;True;V05;hmax03;9.999009;9500;51862438;9907.77233505249;762.3949966430664;1158.9447503288586
