dp;case_name;status;max_displacement_m;max_rotation_deg;max_velocity_ms;max_sph_force_N;max_contact_force_N;max_flow_velocity_ms;max_water_height_m;criterion_mode;criterion_class;criterion_reference_time_s;moved;rotated;flow_gauge_id;water_gauge_id;sim_time_s;n_timesteps;n_particles;mem_gpu_mb;mem_gpu_cells_mb;tiempo_min
0.002;conv_repeat_dp002_f0680_r2_dp0002;OK;0.003329457913835468;7.908436621770911;0.06980227562909393;7.999537104206781;12933.214341721086;0.7759892181076036;0.0651282;displacement_only;ESTABLE;0.500003;False;True;V05;hmax03;9.999001;9500;51862438;9907.04787826538;761.670539855957;1144.532885213693
