dp;case_name;status;max_displacement_m;max_rotation_deg;max_velocity_ms;max_sph_force_N;max_contact_force_N;max_flow_velocity_ms;max_water_height_m;sim_time_s;n_timesteps;n_particles;mem_gpu_mb;mem_gpu_cells_mb;tiempo_min
0.004;scout_f07_dp0004_dp0004;OK;0.002220710697052276;7.421728050876388;0.08871405224652969;14.492921390737617;2373.377599312212;0.0;0.126551;9.999003;9500;8152156;1557.3257789611816;119.76825714111328;88.97064337333043
