dp;case_name;status;max_displacement_m;max_rotation_deg;max_velocity_ms;max_sph_force_N;max_contact_force_N;max_flow_velocity_ms;max_water_height_m;sim_time_s;n_timesteps;n_particles;mem_gpu_mb;mem_gpu_cells_mb;tiempo_min
0.004;scout_fix3_f0700_dp0004_dp0004;OK;0.005019925099042997;4.892541338433948;0.09999977830475426;16.48279101055704;2891.5155005221745;0.0;0.126316;9.999035;9500;8152043;1557.2743377685547;119.73717498779297;90.19154493411382
