dam_height,friction_coefficient,boulder_mass,pred_margin_train_pct_deq,pred_std_pct_deq,u_value,min_scaled_distance_to_existing,pred_class
0.175,0.795,0.975,0.007433270081440124,10.188934882965548,0.0007295433886683059,0.3439612829765161,ESTABLE
0.1825,0.755,1.225,0.007981571746120242,10.648080979250288,0.0007495784227855731,0.41480039077470876,ESTABLE
0.2075,0.845,1.25,0.007806233920337302,10.034812398983776,0.0007779152823152988,0.3570714214271425,ESTABLE
0.175,0.745,1.225,-0.008219083292036355,10.434740933802424,0.0007876652946323346,0.36128689751821763,FALLO
0.2,0.605,1.125,-0.0026326216874625885,3.3195020734792107,0.0007930772836368535,0.0765023972304589,FALLO
0.1875,0.835,1.05,-0.00851715615026194,10.604697099761305,0.0008031494035273147,0.375,FALLO
0.205,0.83,0.85,-0.0038445632995851575,4.411277212334267,0.0008715306507681255,0.10423555968628963,FALLO
0.195,0.865,1.1,0.009459715582420092,10.560264911992652,0.0008957839278895713,0.432322928129947,ESTABLE
0.205,0.9,1.175,-0.009982802661505197,10.675517310155682,0.000935111842496622,0.4283181329460393,FALLO
0.19,0.9,0.975,0.009832880161486202,10.512190003133847,0.0009353788467059606,0.38922625868487737,ESTABLE
0.175,0.79,1.1,-0.010288524666703047,10.474083548173738,0.0009822839983452273,0.40886584630758344,FALLO
0.21,0.9,1.225,0.01070072164501168,10.652960884946388,0.0010044833319656488,0.42474867899902735,ESTABLE
0.19,0.805,1.15,-0.010922512741950996,10.562761319450278,0.0010340584636554493,0.4185264147716268,FALLO
0.185,0.85,0.875,0.010913726206551289,10.467677022634623,0.0010426120506919648,0.3078494792964804,ESTABLE
0.1875,0.75,1.25,0.011069775439453089,10.460552125784087,0.0010582400724495485,0.3334054131986656,ESTABLE
0.2075,0.74,1.0,-0.0028567867316655615,2.695022562784501,0.001060023307824505,0.04999999999999982,FALLO
0.1925,0.765,1.25,0.010746636437619195,10.081656750188127,0.0010659593659958313,0.30425187616882327,ESTABLE
0.1775,0.795,1.1,-0.012370678758699238,10.565073406634426,0.0011709032471965406,0.4235600479115694,FALLO
0.195,0.775,1.25,0.01245900160149871,9.976274311132965,0.0012488631740602712,0.3106528453296682,ESTABLE
0.2,0.81,1.225,0.012581839319398824,9.9137162580512,0.0012691344993033765,0.311098935353136,ESTABLE
0.18,0.81,1.025,0.013520922393377877,10.55739573392003,0.0012807062209418752,0.4001250074992784,ESTABLE
0.1925,0.815,1.15,-0.013542944533859291,10.452565982417372,0.0012956574066730654,0.38557466212032643,FALLO
0.2175,0.73,1.175,0.007559916064898253,5.815185692797755,0.0013000300358869173,0.16250000000000034,ESTABLE
0.22,0.84,1.05,0.008128747437015527,6.114827500438652,0.001329350245191884,0.17054385832523172,ESTABLE
0.1875,0.89,0.925,-0.013941369645505297,10.410144087479795,0.0013392100559175874,0.3247179039228167,FALLO
0.1825,0.82,0.95,0.014470626150671961,10.61648846316745,0.0013630331913301265,0.4248676773450707,ESTABLE
0.1975,0.845,1.15,0.014479235200228313,10.353699534655586,0.0013984600530237972,0.35355339059327345,ESTABLE
0.1775,0.735,1.25,-0.014753684869806438,10.46558782528302,0.0014097330332618985,0.37824718671267793,FALLO
0.1775,0.805,1.025,-0.01488903647760198,10.4386218912671,0.001426341200274401,0.3762587007121453,FALLO
0.2,0.845,1.175,-0.014801773510262795,10.203981054963302,0.0014505881018920196,0.32619970876749704,FALLO
0.185,0.685,0.925,0.01319178495113471,9.055426446524864,0.0014567822983307176,0.2745405488735291,ESTABLE
0.1825,0.81,1.075,-0.01585587294815216,10.686814321297298,0.0014836856402148002,0.4345090545801214,FALLO
0.1775,0.75,1.225,-0.015642227792830088,10.531610726976147,0.0014852645239499679,0.377263210871159,FALLO
0.19,0.575,1.125,0.01409669404575764,9.320154654317838,0.0015124957222920562,0.2478377514384409,ESTABLE
0.185,0.77,1.2,0.016312948230411184,10.677446963499742,0.001527794826438807,0.41915892469593086,ESTABLE
0.1825,0.82,1.0,0.01630851890695517,10.634694618491972,0.0015335201895309552,0.40606347195062387,ESTABLE
0.18,0.785,1.15,-0.016510808131872334,10.69249371009287,0.001544149435999751,0.4380378552474179,FALLO
0.195,0.705,0.95,-0.009751477441319878,6.2946466834039505,0.001549169942616228,0.16075217875904066,FALLO
0.1775,0.805,1.0,-0.01634643575243455,10.40988200321613,0.001570280599471037,0.3710314809576024,FALLO
0.1825,0.815,1.05,-0.01692365367084392,10.668683666294516,0.0015862925736854576,0.4179395206325604,FALLO
0.18,0.805,0.95,0.01705107586213339,10.499806280200275,0.0016239419477943485,0.40098548584904137,ESTABLE
0.195,0.89,1.075,-0.01760322400853198,10.696063629931098,0.001645766575216581,0.4418432461317577,FALLO
0.205,0.77,0.95,-0.008012443098396993,4.860516922400666,0.001648475507094399,0.16007810593582156,FALLO
0.2075,0.87,1.225,-0.017090543300109395,10.316018997298613,0.001656699479186993,0.37726321087115916,FALLO
0.1875,0.88,0.95,0.017491026184899727,10.500447200476088,0.0016657410728283097,0.35841345902805705,ESTABLE
0.205,0.825,1.25,0.016680438544669496,9.839955902115527,0.001695174115676841,0.3302248369014278,ESTABLE
0.1775,0.8,1.075,-0.01787452121208366,10.522628400023612,0.0016986745642411788,0.40277006349583955,FALLO
0.19,0.815,1.125,0.017945381891820933,10.542975264570538,0.0017021174233543292,0.41737835701743614,ESTABLE
0.1775,0.75,0.875,-0.01721372090230222,9.903280094448434,0.0017381837874049554,0.37754972288772115,FALLO
0.205,0.645,1.15,0.010178779523803971,5.578966339111539,0.0018244920125155544,0.12412322262358283,ESTABLE
0.2,0.9,1.125,-0.01959137510835207,10.733868671077019,0.001825192361551828,0.46201344462080407,FALLO
0.205,0.865,1.2,0.018716078358731014,10.21726228244956,0.0018318095240520784,0.34784619060489846,ESTABLE
0.205,0.81,0.9,-0.010702043500415481,5.416599066122574,0.001975786535013837,0.1627576477561469,FALLO
0.185,0.8,0.875,0.020792882451604378,10.311592110412438,0.002016457034855571,0.30644126680328143,ESTABLE
0.1875,0.895,0.9,-0.021034905345203914,10.30739112627239,0.0020407594014343984,0.29786219265483965,FALLO
0.195,0.8,1.2,-0.021069987922693212,10.238581892987566,0.002057901000637798,0.34563829424678466,FALLO
0.175,0.75,0.875,0.020370936990596,9.871047924177292,0.00206370561130588,0.37422425529700104,ESTABLE
0.19,0.885,1.0,0.021977001898745296,10.579534246809425,0.0020773127990365964,0.43131377719064773,ESTABLE
0.185,0.84,0.975,0.022568603820951605,10.632641927417046,0.002122577246089204,0.40493882766690703,ESTABLE
0.185,0.83,1.025,-0.02284545036056107,10.66222060283389,0.0021426540691239196,0.3863542051011065,FALLO
0.1825,0.605,0.925,0.017375260728068387,8.06674777424833,0.0021539362844012165,0.24056706544283762,ESTABLE
0.1825,0.79,0.9,0.022677279706666997,10.416748434022447,0.0021770017631027637,0.3716517186829627,ESTABLE
0.175,0.73,1.25,-0.022936733127734588,10.365722291052668,0.002212748179403819,0.3641005412688218,FALLO
0.185,0.795,0.875,-0.022798486984640487,10.28904547747448,0.002215801945335975,0.3067939259108277,FALLO
0.19,0.78,1.2,0.02359789605927931,10.467146997433238,0.002254472595547168,0.3770015786590537,ESTABLE
0.19,0.84,1.075,-0.023809484919363744,10.546571999212286,0.0022575567607313347,0.38108457611434393,FALLO
0.2025,0.825,1.225,-0.02233584218240603,9.836818505343723,0.0022706368090729847,0.3069278301271723,FALLO
0.185,0.8,1.125,0.02437276397840371,10.711942088724154,0.0022752889976932608,0.45747409498009234,ESTABLE
0.18,0.805,1.075,-0.024235898759298102,10.627348631332538,0.002280521661615701,0.4246417429570387,FALLO
0.175,0.795,1.075,-0.02391619793836952,10.421001581681072,0.002294999933634898,0.3867290578516838,FALLO
0.19,0.77,1.225,-0.024143452218158945,10.4026826035553,0.0023208871344306105,0.34925232176186816,FALLO
0.1775,0.78,1.15,0.024614440296553575,10.604661213480593,0.0023210963368883015,0.4147893115912953,ESTABLE
0.2025,0.87,1.175,-0.024524445609285905,10.38756418472654,0.0023609428710287357,0.3620463095749169,FALLO
0.185,0.81,1.1,-0.02639007422481443,10.708462659386306,0.0024644129661021163,0.4285345592972762,FALLO
0.1925,0.79,1.2,-0.02568480154558106,10.357289048751168,0.0024798768697756415,0.37788395080608594,FALLO
0.205,0.84,1.225,0.024429578936909557,9.847544899477873,0.0024807786292197925,0.3170482168366637,ESTABLE
0.185,0.855,0.925,-0.02639624680946806,10.584901842968904,0.002493763966927994,0.354079811590238,FALLO
0.2075,0.625,1.225,-0.018871985774477018,7.566475985692108,0.0024941578893742165,0.17836149919324978,FALLO
0.1775,0.72,0.85,-0.023603249935617132,9.328991244456835,0.002530096697179274,0.29833737665840426,FALLO
0.2,0.8,1.25,-0.0252163556043552,9.958216628173577,0.0025322160127558466,0.3410877166504635,FALLO
0.1825,0.8,0.9,-0.02714782002370031,10.504623301030522,0.00258436873419673,0.3716517186829627,FALLO
0.2025,0.84,1.2,0.025828163979624286,9.926560476461804,0.0026019248097935133,0.3057586005320338,ESTABLE
0.18,0.775,0.9,0.026778521934013533,10.249116507256083,0.0026127639309254107,0.388034707540518,ESTABLE
0.185,0.815,1.075,0.028295533285634722,10.668710591965974,0.0026521980366530796,0.402125220430868,ESTABLE
0.175,0.77,0.9,-0.02684452786558733,10.076206483313683,0.002664150234519263,0.3641005412688219,FALLO
0.1975,0.81,1.2,0.027079461667931515,10.08962493277854,0.0026838918045362396,0.3158342881605076,ESTABLE
0.21,0.875,1.25,-0.028021729130784045,10.420473864651525,0.002689103153536717,0.3723696678707504,FALLO
0.18,0.795,0.925,0.028442652970374294,10.430428035231769,0.002726892211354925,0.39944882549189076,ESTABLE
0.1925,0.745,0.925,0.022028926671171067,7.938201177146902,0.002775052707732684,0.24056706544283762,ESTABLE
0.185,0.85,0.95,-0.029665296167996846,10.62975626185068,0.0027907785876954074,0.3916185030142398,FALLO
0.18,0.78,0.9,-0.029022991326923986,10.329220592232684,0.00280979489863405,0.39875454895388796,FALLO
0.1825,0.795,1.125,0.031061309228655354,10.711822692369203,0.002899722122060482,0.48397827401979865,ESTABLE
0.1825,0.74,1.25,0.030854450431919478,10.589891735533904,0.002913575624988294,0.39880877987648977,ESTABLE
0.185,0.855,0.875,-0.030590139581993192,10.480811035206704,0.002918680575313604,0.30679392591082777,FALLO
0.18,0.8,1.1,-0.03242594320450465,10.66084908249061,0.0030415910546710587,0.44392282442834885,FALLO
0.1825,0.61,0.9,-0.02437148689055979,8.003768303326806,0.003045001550135655,0.19745898790157454,FALLO
0.18,0.81,1.0,0.03216578010280857,10.529376219002684,0.0030548609370377477,0.39521357722919587,ESTABLE
0.185,0.85,0.925,0.03303490947226484,10.565437787669172,0.003126695754227663,0.3549947913746258,ESTABLE
0.185,0.76,1.225,-0.033564466142160576,10.649737761869247,0.003151670669519488,0.3954823004889091,FALLO
0.175,0.78,0.925,0.03195958394238385,10.080778995222552,0.003170348636501887,0.3488000004464143,ESTABLE
0.1875,0.855,1.0,0.03375796109624574,10.594513322128643,0.0031863626076841746,0.3973310613560674,ESTABLE
0.225,0.9,0.975,-0.011982210008073757,3.711128415693894,0.0032287241684764325,0.08582807007300569,FALLO
0.19,0.855,1.05,-0.03484507669095427,10.585752012557633,0.003291695918212997,0.38858328877904547,FALLO
0.1875,0.585,1.1,-0.031148270704112857,9.445967608915108,0.0032975203805179058,0.29786219265483965,FALLO
0.19,0.69,0.95,0.02881493386315981,8.66973692144591,0.003323622634024612,0.2363075601325074,ESTABLE
0.1875,0.815,1.1,0.03569459736646463,10.619808172240445,0.0033611339100987577,0.4019308931975425,ESTABLE
0.1825,0.82,0.975,0.03594010951311599,10.618435133063475,0.0033846898401444295,0.4108452181206386,ESTABLE
0.1875,0.565,1.125,-0.033351687614703085,9.792448680226151,0.0034058577893848548,0.3042598725911852,FALLO
0.1875,0.89,0.85,0.03455082559297962,10.133479157714067,0.0034095718810132985,0.265114064372352,ESTABLE
0.1775,0.775,0.9,-0.034872429765390844,10.20134160046959,0.003418416040864877,0.37824718671267776,FALLO
0.1975,0.825,1.175,0.035013838054201774,10.18665074305122,0.0034372276950874036,0.32086553711262644,ESTABLE
0.185,0.845,0.95,0.03649095714043593,10.605129711859778,0.0034408779648988585,0.3929966498356021,ESTABLE
0.175,0.785,1.125,-0.03658764714338281,10.538562156860175,0.003471787384160586,0.431025999946358,FALLO
0.1875,0.605,1.075,0.0322140706292382,9.197769187819059,0.0035023786715475493,0.31284582940448247,ESTABLE
0.19,0.78,0.875,0.031525530320990036,8.986272658444404,0.003508187601158749,0.20953818267800278,ESTABLE
0.1875,0.785,1.175,0.037778103486481474,10.636033919286291,0.003551897612697059,0.40221663605368063,ESTABLE
0.1925,0.8,1.175,0.03757154125225659,10.392443898556346,0.0036152748688373657,0.37449576826691483,ESTABLE
0.175,0.775,1.15,0.0381771547945049,10.522412756878119,0.00362817498957606,0.3970588235294119,ESTABLE
0.2025,0.81,1.25,0.03615381850166255,9.840733229264755,0.0036738947860250133,0.32653682422944985,ESTABLE
0.1775,0.79,0.925,-0.03938921292577513,10.320987209578401,0.003816419120180298,0.3772632108711588,FALLO
0.19,0.825,1.1,0.040548523465975705,10.513852791674182,0.003856675974965317,0.3887919360662887,ESTABLE
0.1875,0.86,1.0,-0.0416097731432834,10.62874271963706,0.003914834918941413,0.40886584630758377,FALLO
0.185,0.835,0.85,-0.04088503211179573,10.431761291133467,0.003919283711614669,0.30322659313128664,FALLO
0.2125,0.715,1.15,0.014563239616757873,3.6910735134860273,0.003945529549477789,0.06668108263973291,ESTABLE
0.18,0.565,0.9,-0.026645463959715787,6.752698408330105,0.003945898713148819,0.16010512333785937,FALLO
0.1825,0.6,0.95,0.03163724298566484,7.993299452669892,0.003957970444244213,0.1952562418976663,ESTABLE
0.1925,0.84,1.1,0.04148530290369523,10.457943753230815,0.0039668699586259525,0.39378827325385035,ESTABLE
0.1825,0.82,1.025,-0.04262112739020951,10.668153896591816,0.003995173654536593,0.4108452181206386,FALLO
0.18,0.74,1.25,-0.04250165866783506,10.575516985129767,0.004018872904992978,0.3987545489538881,FALLO
0.2225,0.815,1.1,0.01959554893447013,4.8604883295255,0.004031600861055681,0.14167345122501565,ESTABLE
0.175,0.8,1.025,-0.04179123684949548,10.318053491403967,0.0040503024029006985,0.35843231445901,FALLO
0.1775,0.76,1.2,0.042834149416229206,10.552261837760692,0.004059238680274733,0.3777465738407733,ESTABLE
0.185,0.83,0.85,-0.04235308588617981,10.421767712876875,0.004063906148459377,0.30143830530162236,FALLO
0.2025,0.865,1.175,0.04216319762765641,10.296848246920339,0.004094767312926343,0.34896736569246567,ESTABLE
0.1825,0.805,1.1,-0.04403093245580969,10.718332792436652,0.004108001991398871,0.4595299990960376,FALLO
0.21,0.87,1.25,0.0434623595416288,10.339289232752462,0.004203611927592272,0.3638509904515791,ESTABLE
0.185,0.78,1.175,0.04512001357179152,10.700199435254376,0.0042167451031920565,0.424748678999027,ESTABLE
0.205,0.87,1.2,-0.04355503714181763,10.320580187870764,0.004220212076158408,0.36096576053251483,FALLO
0.1775,0.79,1.125,-0.044888459116412704,10.618398537711098,0.00422742270945922,0.4483781085208019,FALLO
0.1975,0.8,1.225,-0.04275517018473929,10.071359340755857,0.004245223384267239,0.3339117854311626,FALLO
0.195,0.785,1.225,0.04327111549688478,10.082868305070022,0.004291548217001133,0.3443508824975139,ESTABLE
0.1825,0.78,1.175,-0.046093871352613114,10.7370502030518,0.004292973440648301,0.4426696544946137,FALLO
0.21,0.875,0.85,-0.00792985155021153,1.8381763930891661,0.00431397747246695,0.014705882352941124,FALLO
0.19,0.85,1.05,0.0455339765374676,10.534894112459797,0.00432220543001087,0.3770015786590537,ESTABLE
0.1825,0.785,0.9,0.044930510365274845,10.366716573255069,0.004334111967639401,0.37194255332749787,ESTABLE
0.18,0.725,0.875,0.04089525781120562,9.430820121229,0.004336341620931257,0.3305725674013786,ESTABLE
0.1775,0.795,0.95,0.04477931514932276,10.294411417684296,0.004349866479242717,0.36404411022134525,ESTABLE
0.195,0.83,1.15,-0.04546709529693205,10.398716511347354,0.004372375691491616,0.3638509904515791,FALLO
0.205,0.58,1.2,0.030148511898897112,6.889846908519491,0.00437578835918883,0.17054385832523145,ESTABLE
0.185,0.75,0.9,-0.043805902906248306,9.887080595382182,0.004430620594587211,0.3367647058823528,FALLO
0.185,0.845,0.875,0.04633229264510064,10.454831847447625,0.004431663112439964,0.30960073769616064,ESTABLE
0.1925,0.775,1.225,0.04555296775185358,10.194730842667354,0.0044682854755909,0.3360229758683455,ESTABLE
0.19,0.79,0.85,0.0401988352462328,8.99421808708342,0.004469408553030063,0.20000000000000018,ESTABLE
0.18,0.735,0.875,-0.043366648798496055,9.682742679518352,0.004478756715307936,0.3582029650726684,FALLO
0.1875,0.765,1.225,-0.047575263005928736,10.56416235464912,0.004503458145452215,0.3694258439149175,FALLO
0.18,0.8,0.925,-0.04775635089612784,10.50055677249677,0.004547982733754415,0.41197539252780946,FALLO
0.1825,0.82,0.925,-0.04842432049002632,10.623949322342993,0.004558033836643181,0.39705950435671483,FALLO
0.1875,0.895,0.85,-0.0464571468008117,10.173978910317519,0.004566271191470089,0.2703643575125035,FALLO
0.185,0.79,1.15,0.04897127953032365,10.711524401659666,0.004571831019936935,0.44121568453174503,ESTABLE
0.18,0.685,0.85,-0.03817948491726497,8.294712446439947,0.004602870221697297,0.21575088158933323,FALLO
0.1925,0.83,1.125,-0.04843676612746339,10.48620768856316,0.004619092770810423,0.41084521812063846,FALLO
0.185,0.84,0.85,-0.048496725377533245,10.441612134094935,0.004644562999919574,0.3057126225926183,FALLO
0.2075,0.865,1.225,0.04770486118992423,10.21502950335161,0.004670065923379597,0.3647303419217261,ESTABLE
0.1925,0.845,1.1,-0.04920327635675026,10.519121381868906,0.004677508184433913,0.4038204232775446,FALLO
0.185,0.85,0.9,0.04985457228956047,10.506851307990248,0.004744958392210456,0.3263281353225831,ESTABLE
0.2075,0.62,1.25,0.03674654178845094,7.683799000675227,0.0047823403221787806,0.16112171676238038,ESTABLE
0.205,0.57,1.225,0.03403705774780086,7.10652028576798,0.004789553308665154,0.14728108204391882,ESTABLE
0.1775,0.77,0.9,0.048799985098743726,10.094188008389292,0.004834463659501999,0.36751762427433204,ESTABLE
0.2125,0.83,0.975,0.023560824114009726,4.8731437117594805,0.00483483055448371,0.11912899364985707,ESTABLE
0.18,0.81,1.05,-0.051399451849583055,10.613962137576554,0.004842626267490536,0.41451027927700124,FALLO
0.19,0.795,1.175,-0.0512936193057989,10.559610021021115,0.004857529700782827,0.3978810930251035,FALLO
0.185,0.825,1.05,-0.05233582297919703,10.681207186207507,0.004899804120153445,0.3927902360677681,FALLO
0.195,0.815,1.175,-0.05113484700718063,10.335199419012365,0.00494764009227624,0.34651705595714044,FALLO
0.185,0.845,0.975,-0.05276625034998128,10.6632336349871,0.00494842860582602,0.41470131933242654,FALLO
0.2,0.895,1.125,0.053026554287424865,10.685135323047549,0.004962646956191846,0.4489565227753805,ESTABLE
0.1975,0.785,1.25,0.04923786584337586,9.919492595884241,0.004963748434451223,0.327370249529209,ESTABLE
0.19,0.755,1.25,0.05084769330213801,10.242302966946593,0.0049644785422014925,0.30880952349192203,ESTABLE
0.1775,0.8,0.975,0.05135187906562111,10.324784453581024,0.0049736514400361516,0.361902920751467,ESTABLE
0.185,0.76,0.9,0.04970413476907165,9.985492310174314,0.004977634875190145,0.3302804983835053,ESTABLE
0.1825,0.585,1.0,-0.039388673926092466,7.905391943019685,0.004982507408866293,0.1563533395294354,FALLO
0.215,0.775,1.075,0.029757304737636936,5.889570124171114,0.005052542734062422,0.21300824626238882,ESTABLE
0.19,0.735,0.925,0.04497840374662232,8.889879680219604,0.005059506468540435,0.2776735795534155,ESTABLE
0.1825,0.825,0.975,-0.05408196398750631,10.663822812438017,0.005071536252873724,0.4184081972788931,FALLO
0.185,0.825,0.85,-0.05332503143333289,10.411396786658695,0.0051217941767101975,0.3003602220264502,FALLO
0.195,0.635,1.075,0.03379982933839054,6.57260776371791,0.005142529503276784,0.21703137280588478,ESTABLE
0.2075,0.815,0.925,0.028635631829327934,5.567503612649271,0.005143352177493542,0.19900406222488748,ESTABLE
0.19,0.89,1.0,-0.05462024691018641,10.613834221195612,0.005146137180200698,0.4340627456117695,FALLO
0.195,0.885,1.075,0.05487818896187591,10.650471359380484,0.005152653540872289,0.4331930862790863,ESTABLE
0.1775,0.77,1.175,0.0549777152688109,10.582138109994062,0.00519533148191321,0.39064052737305394,ESTABLE
0.205,0.895,1.175,0.05514396307016067,10.612870410717415,0.005195951795893814,0.41420038549301347,ESTABLE
0.1825,0.805,0.9,-0.05500374376759387,10.542846917216163,0.005217162328115486,0.3719425533274979,FALLO
0.2175,0.83,1.05,-0.034669351696041684,6.603159419129363,0.005250418700417753,0.2142672796486378,FALLO
0.1875,0.785,0.875,0.05145996213463366,9.789545171972295,0.0052566244121289235,0.25811337233041326,ESTABLE
0.1875,0.715,0.925,-0.04937865131453423,9.305892581823018,0.0053061703517810945,0.3155988225295001,FALLO
0.185,0.86,0.9,-0.056032526277111305,10.538885211530191,0.005316741301613471,0.32499999999999984,FALLO
0.175,0.8,1.0,-0.05491285750413866,10.286052825614977,0.005338574323416448,0.35294117647058787,FALLO
0.1875,0.805,1.125,0.05736334200912818,10.63681520002416,0.005392905764593193,0.43165271928855525,ESTABLE
0.1875,0.795,0.85,-0.05321877372385675,9.84076057336492,0.005407993958098493,0.25043215244009415,FALLO
0.185,0.805,0.875,0.05649857479411713,10.332422672422268,0.005468085906406932,0.30679392591082777,ESTABLE
0.175,0.755,1.2,0.05731448391042537,10.456976442209054,0.005480980494425988,0.36059411280115367,ESTABLE
0.1825,0.79,1.15,-0.058940869642261084,10.749181322069692,0.0054832891804737815,0.46597926799450207,FALLO
0.18,0.755,1.225,-0.05838612852792435,10.634450931583801,0.005490281435641863,0.399448825491891,FALLO
0.2025,0.635,1.125,-0.02218746396934712,4.022094418442925,0.0055163956041417465,0.09139265168495196,FALLO
0.1825,0.615,0.9,0.044269622625927596,8.002090405931176,0.005532257245320457,0.1958092515071199,ESTABLE
0.1875,0.76,0.9,-0.0534952813559566,9.661234673297566,0.005537106090984963,0.28563124411110347,FALLO
0.1875,0.795,1.15,0.05898729835193439,10.645367023026315,0.005541123967293677,0.42059851900220835,ESTABLE
0.1925,0.825,1.125,0.05802144527586828,10.425964090844124,0.00556509160882455,0.4036764705882351,ESTABLE
0.1825,0.825,0.95,-0.05963615848370818,10.656389314645775,0.0055962818852480075,0.4303675905267248,FALLO
0.2075,0.895,1.2,0.06000838913526163,10.598461469450998,0.005661990592523654,0.4192621010090953,ESTABLE
0.195,0.825,1.15,0.05876142426029629,10.330664450410461,0.00568805855057618,0.35573647958365806,ESTABLE
0.1775,0.785,0.925,0.058598294297543596,10.216378437494336,0.005735720799307983,0.3647303419217257,ESTABLE
0.1875,0.885,0.95,-0.06048263856488756,10.527767285269215,0.0057450584654840375,0.3611185046414316,FALLO
0.2025,0.845,1.2,-0.057698785670117214,10.043166405515992,0.005745079125485928,0.31721443851123776,FALLO
0.1775,0.745,0.875,0.05626841497450785,9.778037895676034,0.0057545711700897235,0.3697359772953861,ESTABLE
0.185,0.82,1.05,0.061548012720828105,10.637957872927949,0.005785698106349249,0.38472398320431617,ESTABLE
0.205,0.845,1.225,-0.05824977724887992,9.972934924067241,0.005840785856157798,0.3281101187101673,FALLO
0.195,0.78,0.875,-0.03512036441521804,6.010475956040901,0.005843191898956697,0.11792476415070763,FALLO
0.18,0.79,1.125,0.06237646420978615,10.647746975022956,0.005858184304726664,0.4566650065427523,ESTABLE
0.1825,0.765,1.2,0.06256922307468082,10.668591000312357,0.005864806615310592,0.41628038611204293,ESTABLE
0.2025,0.895,1.15,0.0626152173230694,10.645520782871529,0.005881836934066241,0.42444753426373055,ESTABLE
