time [s];zmax [m];posx [m];posy [m];posz [m]
0.000000;-3.40282e+38;7.5;0.5;0.15
0.001173;-3.40282e+38;7.5;0.5;0.15
0.002147;-3.40282e+38;7.5;0.5;0.15
0.003121;-3.40282e+38;7.5;0.5;0.15
0.004096;-3.40282e+38;7.5;0.5;0.15
0.005071;-3.40282e+38;7.5;0.5;0.15
0.006046;-3.40282e+38;7.5;0.5;0.15
0.007019;-3.40282e+38;7.5;0.5;0.15
0.008187;-3.40282e+38;7.5;0.5;0.15
0.009163;-3.40282e+38;7.5;0.5;0.15
0.010138;-3.40282e+38;7.5;0.5;0.15
0.011113;-3.40282e+38;7.5;0.5;0.15
0.012086;-3.40282e+38;7.5;0.5;0.15
0.013059;-3.40282e+38;7.5;0.5;0.15
0.014032;-3.40282e+38;7.5;0.5;0.15
0.015006;-3.40282e+38;7.5;0.5;0.15
0.016174;-3.40282e+38;7.5;0.5;0.15
0.017145;-3.40282e+38;7.5;0.5;0.15
0.018116;-3.40282e+38;7.5;0.5;0.15
0.019087;-3.40282e+38;7.5;0.5;0.15
0.020059;-3.40282e+38;7.5;0.5;0.15
0.021031;-3.40282e+38;7.5;0.5;0.15
0.022001;-3.40282e+38;7.5;0.5;0.15
0.023165;-3.40282e+38;7.5;0.5;0.15
0.024134;-3.40282e+38;7.5;0.5;0.15
0.025104;-3.40282e+38;7.5;0.5;0.15
0.026074;-3.40282e+38;7.5;0.5;0.15
0.027043;-3.40282e+38;7.5;0.5;0.15
0.028010;-3.40282e+38;7.5;0.5;0.15
0.029172;-3.40282e+38;7.5;0.5;0.15
0.030140;-3.40282e+38;7.5;0.5;0.15
0.031107;-3.40282e+38;7.5;0.5;0.15
0.032075;-3.40282e+38;7.5;0.5;0.15
0.033042;-3.40282e+38;7.5;0.5;0.15
0.034009;-3.40282e+38;7.5;0.5;0.15
0.035169;-3.40282e+38;7.5;0.5;0.15
0.036135;-3.40282e+38;7.5;0.5;0.15
0.037100;-3.40282e+38;7.5;0.5;0.15
0.038065;-3.40282e+38;7.5;0.5;0.15
0.039030;-3.40282e+38;7.5;0.5;0.15
0.040188;-3.40282e+38;7.5;0.5;0.15
0.041152;-3.40282e+38;7.5;0.5;0.15
0.042116;-3.40282e+38;7.5;0.5;0.15
0.043080;-3.40282e+38;7.5;0.5;0.15
0.044043;-3.40282e+38;7.5;0.5;0.15
0.045006;-3.40282e+38;7.5;0.5;0.15
0.046161;-3.40282e+38;7.5;0.5;0.15
0.047123;-3.40282e+38;7.5;0.5;0.15
0.048084;-3.40282e+38;7.5;0.5;0.15
0.049045;-3.40282e+38;7.5;0.5;0.15
0.050006;-3.40282e+38;7.5;0.5;0.15
0.051158;-3.40282e+38;7.5;0.5;0.15
0.052117;-3.40282e+38;7.5;0.5;0.15
0.053076;-3.40282e+38;7.5;0.5;0.15
0.054035;-3.40282e+38;7.5;0.5;0.15
0.055185;-3.40282e+38;7.5;0.5;0.15
0.056143;-3.40282e+38;7.5;0.5;0.15
0.057101;-3.40282e+38;7.5;0.5;0.15
0.058058;-3.40282e+38;7.5;0.5;0.15
0.059015;-3.40282e+38;7.5;0.5;0.15
0.060164;-3.40282e+38;7.5;0.5;0.15
0.061121;-3.40282e+38;7.5;0.5;0.15
0.062078;-3.40282e+38;7.5;0.5;0.15
0.063035;-3.40282e+38;7.5;0.5;0.15
0.064184;-3.40282e+38;7.5;0.5;0.15
0.065142;-3.40282e+38;7.5;0.5;0.15
0.066100;-3.40282e+38;7.5;0.5;0.15
0.067057;-3.40282e+38;7.5;0.5;0.15
0.068014;-3.40282e+38;7.5;0.5;0.15
0.069162;-3.40282e+38;7.5;0.5;0.15
0.070119;-3.40282e+38;7.5;0.5;0.15
0.071075;-3.40282e+38;7.5;0.5;0.15
0.072032;-3.40282e+38;7.5;0.5;0.15
0.073179;-3.40282e+38;7.5;0.5;0.15
0.074136;-3.40282e+38;7.5;0.5;0.15
0.075092;-3.40282e+38;7.5;0.5;0.15
0.076048;-3.40282e+38;7.5;0.5;0.15
0.077006;-3.40282e+38;7.5;0.5;0.15
0.078157;-3.40282e+38;7.5;0.5;0.15
0.079116;-3.40282e+38;7.5;0.5;0.15
0.080075;-3.40282e+38;7.5;0.5;0.15
0.081033;-3.40282e+38;7.5;0.5;0.15
0.082183;-3.40282e+38;7.5;0.5;0.15
0.083141;-3.40282e+38;7.5;0.5;0.15
0.084096;-3.40282e+38;7.5;0.5;0.15
0.085050;-3.40282e+38;7.5;0.5;0.15
0.086002;-3.40282e+38;7.5;0.5;0.15
0.087141;-3.40282e+38;7.5;0.5;0.15
0.088088;-3.40282e+38;7.5;0.5;0.15
0.089033;-3.40282e+38;7.5;0.5;0.15
0.090166;-3.40282e+38;7.5;0.5;0.15
0.091110;-3.40282e+38;7.5;0.5;0.15
0.092053;-3.40282e+38;7.5;0.5;0.15
0.093185;-3.40282e+38;7.5;0.5;0.15
0.094129;-3.40282e+38;7.5;0.5;0.15
0.095073;-3.40282e+38;7.5;0.5;0.15
0.096019;-3.40282e+38;7.5;0.5;0.15
0.097155;-3.40282e+38;7.5;0.5;0.15
0.098102;-3.40282e+38;7.5;0.5;0.15
0.099051;-3.40282e+38;7.5;0.5;0.15
0.100001;-3.40282e+38;7.5;0.5;0.15
0.101140;-3.40282e+38;7.5;0.5;0.15
0.102089;-3.40282e+38;7.5;0.5;0.15
0.103037;-3.40282e+38;7.5;0.5;0.15
0.104174;-3.40282e+38;7.5;0.5;0.15
0.105121;-3.40282e+38;7.5;0.5;0.15
0.106070;-3.40282e+38;7.5;0.5;0.15
0.107019;-3.40282e+38;7.5;0.5;0.15
0.108157;-3.40282e+38;7.5;0.5;0.15
0.109104;-3.40282e+38;7.5;0.5;0.15
0.110050;-3.40282e+38;7.5;0.5;0.15
0.111184;-3.40282e+38;7.5;0.5;0.15
0.112128;-3.40282e+38;7.5;0.5;0.15
0.113072;-3.40282e+38;7.5;0.5;0.15
0.114016;-3.40282e+38;7.5;0.5;0.15
0.115149;-3.40282e+38;7.5;0.5;0.15
0.116094;-3.40282e+38;7.5;0.5;0.15
0.117040;-3.40282e+38;7.5;0.5;0.15
0.118176;-3.40282e+38;7.5;0.5;0.15
0.119124;-3.40282e+38;7.5;0.5;0.15
0.120073;-3.40282e+38;7.5;0.5;0.15
0.121022;-3.40282e+38;7.5;0.5;0.15
0.122162;-3.40282e+38;7.5;0.5;0.15
0.123109;-3.40282e+38;7.5;0.5;0.15
0.124055;-3.40282e+38;7.5;0.5;0.15
0.125002;-3.40282e+38;7.5;0.5;0.15
0.126140;-3.40282e+38;7.5;0.5;0.15
0.127086;-3.40282e+38;7.5;0.5;0.15
0.128034;-3.40282e+38;7.5;0.5;0.15
0.129170;-3.40282e+38;7.5;0.5;0.15
