case_id,status,dam_height,boulder_mass,boulder_rot_z,friction_coefficient,slope_inv,dp,classification_mode,reference_time_s,criterion_class,moved,rotated,failed,max_displacement_m,disp_pct_deq,max_displacement_pct_deq,max_rotation_deg,max_velocity_ms,max_sph_force_N,max_contact_force_N,max_flow_velocity_ms,max_water_height_m,sim_time_reached,n_timesteps,flow_gauge_id,flow_gauge_distance,water_gauge_id,water_gauge_distance,tiempo_min,n_particles,mem_gpu_mb,quality_flags
al1_lowH_m085_mu0620,OK_SQLITE,0.175,0.85,0.0,0.62,20.0,0.003,displacement_only,0.500003,ESTABLE,0,0,0,0.0012374708077364785,1.2322881145259201,1.2322881145259201,4.100690882481269,0.09999463478107212,8.754595291249961,24216.044047586052,0.7055652735233502,0.0664425,9.99902,9500,V05,0.06827212223155227,hmax03,1.229420174095903,,,,complete_postprocess_sqlite
al1_base_m085_mu0780,OK_SQLITE,0.2,0.85,0.0,0.78,20.0,0.003,displacement_only,0.500009,FALLO,1,1,1,0.007672361175022891,7.640228300516158,7.640228300516158,6.09278432043761,0.10033609925146582,8.239863667599664,9057.936564890537,0.8049792931629297,0.0675525,9.999003,9500,V05,0.06827240430071299,hmax03,1.2294201683675927,,,,complete_postprocess_sqlite
al1_base_m115_mu0620,OK_SQLITE,0.2,1.15,0.0,0.62,20.0,0.003,displacement_only,0.500009,ESTABLE,0,0,0,0.0012364792760090925,1.2313007354659906,1.2313007354659906,4.691238879274231,0.09999463480607347,8.643260129384052,12428.86839115034,0.7257649839656496,0.0679919,9.999024,9500,V05,0.06827240430071299,hmax03,1.2294201683675927,,,,complete_postprocess_sqlite
al1_base_m125_mu0600,OK_SQLITE,0.2,1.25,0.0,0.6,20.0,0.003,displacement_only,0.500009,ESTABLE,0,0,0,0.0012364792760090925,1.2313007354659906,1.2313007354659906,4.797483004536799,0.09999568347683814,8.378160534931041,13556.179082928695,0.8239931264295169,0.0676887,9.999012,9500,V05,0.06827240430071299,hmax03,1.2294201683675927,,,,complete_postprocess_sqlite
al1_midH_m100_mu0800,OK_SQLITE,0.21,1.0,0.0,0.8,20.0,0.003,displacement_only,0.500012,ESTABLE,0,0,0,0.0019925094730011074,1.984164576900823,1.984164576900823,4.959523045049443,0.10032146737862241,10.989341115813085,7793.14906231191,0.8678299131913398,0.0695924,9.999015,9500,V05,0.06827240430071299,hmax03,1.2294201683675927,,,,complete_postprocess_sqlite
al1_midH_m115_mu0730,OK_SQLITE,0.21,1.15,0.0,0.73,20.0,0.003,displacement_only,0.500012,ESTABLE,0,0,0,0.0012376986709211272,1.232515023389083,1.232515023389083,4.78969572079245,0.10016925501869324,9.178555926392997,8989.422385650649,0.8673643140615367,0.0696283,9.999024,9500,V05,0.06827240430071299,hmax03,1.2294201683675927,,,,complete_postprocess_sqlite
al1_highH_m115_mu0800,OK_SQLITE,0.225,1.15,0.0,0.8,20.0,0.003,displacement_only,0.500001,ESTABLE,0,0,0,0.0012988510307192123,1.293411268927378,1.293411268927378,4.759268189668308,0.10029607762519928,10.274824985181013,80605.65150233885,0.8347814804916615,0.0711487,9.999005,9500,V05,0.06827212223155227,hmax03,1.229420174095903,,,,complete_postprocess_sqlite
al1_highH_m125_mu0740,OK_SQLITE,0.225,1.25,0.0,0.74,20.0,0.003,displacement_only,0.500001,ESTABLE,0,0,0,0.0012712537118921693,1.2659295313617436,1.2659295313617436,4.843970472307585,0.10017773363377712,10.162003264318754,87760.39221513769,0.9262040776902464,0.0711211,9.999016,9500,V05,0.06827212223155227,hmax03,1.229420174095903,,,,complete_postprocess_sqlite
