#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
al4_midH_m100_mu0748;gtpks50v-DualSPHysics5 v5.4.355 (08-04-2025);19-05-2026 03:50:24;18,023,854;16048.041016;1604.801514;16050.126953;1,622,204,812;3,592,701,104;259,996,104;385,568;;10.000016;2;0;18,023,854;13,284,936;Gpu_0="NVIDIA GeForce RTX 5090";CellsFull - Pos-Cell - Single-GPU;al4_midH_m100_mu0748 - 3D - DBC - Symplectic - Wendland - Visco_Artificial(0.05b0) - DDT2(0.1) - Ft-CHRONO - RhopOut(700-1300);6,403,854;6,381,113;0.003000;0.003897;0;0;2.08605;97.0523;3.87565;1550.46;111.309;2066.71;0;349.581;0;8706.78;0;668.436;717.466;0;0;0;0.152813;0.904582;1710.97;0;0;57.9683;0
