time [s];zmax [m];posx [m];posy [m];posz [m]
0.000000;-3.40282e+38;9.5;0.5;0.225
0.001003;-3.40282e+38;9.5;0.5;0.225
0.002005;-3.40282e+38;9.5;0.5;0.225
0.003008;-3.40282e+38;9.5;0.5;0.225
0.004011;-3.40282e+38;9.5;0.5;0.225
0.005014;-3.40282e+38;9.5;0.5;0.225
0.006016;-3.40282e+38;9.5;0.5;0.225
0.007017;-3.40282e+38;9.5;0.5;0.225
0.008000;-3.40282e+38;9.5;0.5;0.225
0.009001;-3.40282e+38;9.5;0.5;0.225
0.010002;-3.40282e+38;9.5;0.5;0.225
0.011002;-3.40282e+38;9.5;0.5;0.225
0.012001;-3.40282e+38;9.5;0.5;0.225
0.013001;-3.40282e+38;9.5;0.5;0.225
0.014018;-3.40282e+38;9.5;0.5;0.225
0.015017;-3.40282e+38;9.5;0.5;0.225
0.016016;-3.40282e+38;9.5;0.5;0.225
0.017014;-3.40282e+38;9.5;0.5;0.225
0.018010;-3.40282e+38;9.5;0.5;0.225
0.019005;-3.40282e+38;9.5;0.5;0.225
0.020000;-3.40282e+38;9.5;0.5;0.225
0.021014;-3.40282e+38;9.5;0.5;0.225
0.022006;-3.40282e+38;9.5;0.5;0.225
0.023018;-3.40282e+38;9.5;0.5;0.225
0.024011;-3.40282e+38;9.5;0.5;0.225
0.025003;-3.40282e+38;9.5;0.5;0.225
0.026013;-3.40282e+38;9.5;0.5;0.225
0.027005;-3.40282e+38;9.5;0.5;0.225
0.028014;-3.40282e+38;9.5;0.5;0.225
0.029005;-3.40282e+38;9.5;0.5;0.225
0.030012;-3.40282e+38;9.5;0.5;0.225
0.031002;-3.40282e+38;9.5;0.5;0.225
0.032012;-3.40282e+38;9.5;0.5;0.225
0.033003;-3.40282e+38;9.5;0.5;0.225
0.034010;-3.40282e+38;9.5;0.5;0.225
0.035001;-3.40282e+38;9.5;0.5;0.225
0.036008;-3.40282e+38;9.5;0.5;0.225
0.037015;-3.40282e+38;9.5;0.5;0.225
0.038003;-3.40282e+38;9.5;0.5;0.225
0.039010;-3.40282e+38;9.5;0.5;0.225
0.040017;-3.40282e+38;9.5;0.5;0.225
0.041005;-3.40282e+38;9.5;0.5;0.225
0.042011;-3.40282e+38;9.5;0.5;0.225
0.043018;-3.40282e+38;9.5;0.5;0.225
0.044005;-3.40282e+38;9.5;0.5;0.225
0.045008;-3.40282e+38;9.5;0.5;0.225
0.046012;-3.40282e+38;9.5;0.5;0.225
0.047015;-3.40282e+38;9.5;0.5;0.225
0.048016;-3.40282e+38;9.5;0.5;0.225
0.049002;-3.40282e+38;9.5;0.5;0.225
