time [s];zmax [m];posx [m];posy [m];posz [m]
0.000000;-3.40282e+38;5.25;0.5;0.053
0.001021;-3.40282e+38;5.25;0.5;0.053
0.002017;-3.40282e+38;5.25;0.5;0.053
0.003012;-3.40282e+38;5.25;0.5;0.053
0.004008;-3.40282e+38;5.25;0.5;0.053
0.005004;-3.40282e+38;5.25;0.5;0.053
0.006001;-3.40282e+38;5.25;0.5;0.053
0.007020;-3.40282e+38;5.25;0.5;0.053
0.008015;-3.40282e+38;5.25;0.5;0.053
0.009010;-3.40282e+38;5.25;0.5;0.053
0.010005;-3.40282e+38;5.25;0.5;0.053
0.011023;-3.40282e+38;5.25;0.5;0.053
0.012017;-3.40282e+38;5.25;0.5;0.053
0.013010;-3.40282e+38;5.25;0.5;0.053
0.014003;-3.40282e+38;5.25;0.5;0.053
0.015019;-3.40282e+38;5.25;0.5;0.053
0.016012;-3.40282e+38;5.25;0.5;0.053
0.017005;-3.40282e+38;5.25;0.5;0.053
0.018021;-3.40282e+38;5.25;0.5;0.053
0.019013;-3.40282e+38;5.25;0.5;0.053
0.020005;-3.40282e+38;5.25;0.5;0.053
0.021019;-3.40282e+38;5.25;0.5;0.053
0.022009;-3.40282e+38;5.25;0.5;0.053
0.023021;-3.40282e+38;5.25;0.5;0.053
0.024009;-3.40282e+38;5.25;0.5;0.053
0.025021;-3.40282e+38;5.25;0.5;0.053
0.026009;-3.40282e+38;5.25;0.5;0.053
0.027018;-3.40282e+38;5.25;0.5;0.053
0.028004;-3.40282e+38;5.25;0.5;0.053
0.029014;-3.40282e+38;5.25;0.5;0.053
0.030023;-3.40282e+38;5.25;0.5;0.053
0.031008;-3.40282e+38;5.25;0.5;0.053
0.032016;-3.40282e+38;5.25;0.5;0.053
0.033001;-3.40282e+38;5.25;0.5;0.053
0.034009;-3.40282e+38;5.25;0.5;0.053
0.035017;-3.40282e+38;5.25;0.5;0.053
0.036023;-3.40282e+38;5.25;0.5;0.053
0.037003;-3.40282e+38;5.25;0.5;0.053
0.038008;-3.40282e+38;5.25;0.5;0.053
0.039015;-3.40282e+38;5.25;0.5;0.053
0.040023;-3.40282e+38;5.25;0.5;0.053
0.041006;-3.40282e+38;5.25;0.5;0.053
0.042010;-3.40282e+38;5.25;0.5;0.053
0.043017;-3.40282e+38;5.25;0.5;0.053
0.044000;-3.40282e+38;5.25;0.5;0.053
0.045006;-3.40282e+38;5.25;0.5;0.053
