#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
al3_midH_m100_mu0755;3yo6oxs8-DualSPHysics5 v5.4.355 (08-04-2025);17-05-2026 06:13:57;18,023,854;15808.741211;1580.872192;15810.779297;1,622,204,812;3,592,701,104;259,996,104;385,439;;10.000012;2;0;18,023,854;13,299,384;Gpu_0="NVIDIA GeForce RTX 5090";CellsFull - Pos-Cell - Single-GPU;al3_midH_m100_mu0755 - 3D - DBC - Symplectic - Wendland - Visco_Artificial(0.05b0) - DDT2(0.1) - Ft-CHRONO - RhopOut(700-1300);6,403,854;6,381,113;0.003000;0.003897;0;0;2.0377;98.1832;3.33562;1580.34;100.989;2067.71;0;347.055;0;8724.95;0;667.99;721.375;0;0;0;0.179553;0.981702;1429.29;0;0;58.5398;0
