time [s];zmax [m];posx [m];posy [m];posz [m]
0.000000;-3.40282e+38;9.5;0.5005;0.003
0.001008;-3.40282e+38;9.5;0.5005;0.003
0.002016;-3.40282e+38;9.5;0.5005;0.003
0.003005;-3.40282e+38;9.5;0.5005;0.003
0.004013;-3.40282e+38;9.5;0.5005;0.003
0.005003;-3.40282e+38;9.5;0.5005;0.003
0.006010;-3.40282e+38;9.5;0.5005;0.003
0.007018;-3.40282e+38;9.5;0.5005;0.003
0.008007;-3.40282e+38;9.5;0.5005;0.003
0.009014;-3.40282e+38;9.5;0.5005;0.003
0.010003;-3.40282e+38;9.5;0.5005;0.003
0.011009;-3.40282e+38;9.5;0.5005;0.003
0.012015;-3.40282e+38;9.5;0.5005;0.003
0.013003;-3.40282e+38;9.5;0.5005;0.003
0.014009;-3.40282e+38;9.5;0.5005;0.003
0.015015;-3.40282e+38;9.5;0.5005;0.003
0.016001;-3.40282e+38;9.5;0.5005;0.003
0.017007;-3.40282e+38;9.5;0.5005;0.003
0.018012;-3.40282e+38;9.5;0.5005;0.003
0.019017;-3.40282e+38;9.5;0.5005;0.003
0.020002;-3.40282e+38;9.5;0.5005;0.003
0.021005;-3.40282e+38;9.5;0.5005;0.003
0.022007;-3.40282e+38;9.5;0.5005;0.003
0.023009;-3.40282e+38;9.5;0.5005;0.003
0.024010;-3.40282e+38;9.5;0.5005;0.003
0.025012;-3.40282e+38;9.5;0.5005;0.003
0.026012;-3.40282e+38;9.5;0.5005;0.003
0.027012;-3.40282e+38;9.5;0.5005;0.003
0.028012;-3.40282e+38;9.5;0.5005;0.003
0.029012;-3.40282e+38;9.5;0.5005;0.003
0.030010;-3.40282e+38;9.5;0.5005;0.003
0.031009;-3.40282e+38;9.5;0.5005;0.003
0.032008;-3.40282e+38;9.5;0.5005;0.003
0.033006;-3.40282e+38;9.5;0.5005;0.003
0.034003;-3.40282e+38;9.5;0.5005;0.003
0.035001;-3.40282e+38;9.5;0.5005;0.003
0.036017;-3.40282e+38;9.5;0.5005;0.003
0.037015;-3.40282e+38;9.5;0.5005;0.003
0.038012;-3.40282e+38;9.5;0.5005;0.003
