time [s];zmax [m];posx [m];posy [m];posz [m]
0.000000;0.3;0.25;0.75;0.05
0.001014;0.3;0.25;0.75;0.05
0.002013;0.299999;0.25;0.75;0.05
0.003012;0.299998;0.25;0.75;0.05
0.004012;0.299997;0.25;0.75;0.05
0.005011;0.299996;0.25;0.75;0.05
0.006010;0.299994;0.25;0.75;0.05
0.007009;0.299992;0.25;0.75;0.05
0.008007;0.29999;0.25;0.75;0.05
0.009005;0.299982;0.25;0.75;0.05
0.010002;0.299969;0.25;0.75;0.05
0.011015;0.299965;0.25;0.75;0.05
0.012012;0.299961;0.25;0.75;0.05
0.013008;0.299958;0.25;0.75;0.05
0.014005;0.299955;0.25;0.75;0.05
0.015001;0.299953;0.25;0.75;0.05
0.016012;0.299951;0.25;0.75;0.05
0.017006;0.29995;0.25;0.75;0.05
0.018014;0.29995;0.25;0.75;0.05
0.019008;0.29995;0.25;0.75;0.05
0.020001;0.29995;0.25;0.75;0.05
0.021007;0.299951;0.25;0.75;0.05
0.022015;0.299952;0.25;0.75;0.05
0.023006;0.299954;0.25;0.75;0.05
0.024011;0.299955;0.25;0.75;0.05
0.025002;0.299957;0.25;0.75;0.05
0.026007;0.29996;0.25;0.75;0.05
0.027012;0.299968;0.25;0.75;0.05
0.028000;0.299979;0.25;0.75;0.05
0.029004;0.299981;0.25;0.75;0.05
0.030008;0.299986;0.25;0.75;0.05
0.031012;0.299988;0.25;0.75;0.05
0.032002;0.29999;0.25;0.75;0.05
0.033005;0.299992;0.25;0.75;0.05
0.034008;0.299993;0.25;0.75;0.05
0.035010;0.299993;0.25;0.75;0.05
0.036012;0.299993;0.25;0.75;0.05
0.037014;0.299992;0.25;0.75;0.05
0.038001;0.299989;0.25;0.75;0.05
0.039003;0.299984;0.25;0.75;0.05
0.040005;0.299975;0.25;0.75;0.05
0.041007;0.299962;0.25;0.75;0.05
0.042008;0.299946;0.25;0.75;0.05
0.043008;0.29993;0.25;0.75;0.05
0.044008;0.299915;0.25;0.75;0.05
0.045008;0.2999;0.25;0.75;0.05
0.046009;0.29989;0.25;0.75;0.05
0.047009;0.299889;0.25;0.75;0.05
0.048009;0.299891;0.25;0.75;0.05
0.049009;0.299894;0.25;0.75;0.05
0.050008;0.299898;0.25;0.75;0.05
0.051008;0.2999;0.25;0.75;0.05
0.052007;0.299902;0.25;0.75;0.05
0.053007;0.299902;0.25;0.75;0.05
0.054007;0.299899;0.25;0.75;0.05
0.055006;0.299893;0.25;0.75;0.05
0.056005;0.299883;0.25;0.75;0.05
0.057005;0.299872;0.25;0.75;0.05
0.058003;0.299873;0.25;0.75;0.05
0.059002;0.299874;0.25;0.75;0.05
0.060002;0.299877;0.25;0.75;0.05
0.061001;0.299879;0.25;0.75;0.05
0.062014;0.29988;0.25;0.75;0.05
0.063011;0.299883;0.25;0.75;0.05
0.064009;0.299885;0.25;0.75;0.05
0.065005;0.299884;0.25;0.75;0.05
0.066002;0.299878;0.25;0.75;0.05
0.067015;0.299869;0.25;0.75;0.05
0.068010;0.299858;0.25;0.75;0.05
0.069007;0.299846;0.25;0.75;0.05
0.070002;0.299833;0.25;0.75;0.05
0.071012;0.29982;0.25;0.75;0.05
0.072006;0.299808;0.25;0.75;0.05
0.073001;0.299797;0.25;0.75;0.05
0.074011;0.299786;0.25;0.75;0.05
0.075001;0.299776;0.25;0.75;0.05
0.076003;0.299768;0.25;0.75;0.05
0.077013;0.299761;0.25;0.75;0.05
0.078006;0.299756;0.25;0.75;0.05
0.079001;0.299752;0.25;0.75;0.05
0.080011;0.299747;0.25;0.75;0.05
0.081012;0.299741;0.25;0.75;0.05
0.082011;0.299734;0.25;0.75;0.05
0.083004;0.299728;0.25;0.75;0.05
0.084006;0.299724;0.25;0.75;0.05
0.085013;0.299723;0.25;0.75;0.05
0.086005;0.299721;0.25;0.75;0.05
0.087013;0.299719;0.25;0.75;0.05
0.088004;0.299716;0.25;0.75;0.05
0.089011;0.29971;0.25;0.75;0.05
0.090005;0.299705;0.25;0.75;0.05
0.091005;0.299699;0.25;0.75;0.05
0.092009;0.299691;0.25;0.75;0.05
0.093002;0.299682;0.25;0.75;0.05
0.094009;0.299672;0.25;0.75;0.05
0.095007;0.29966;0.25;0.75;0.05
0.096011;0.299648;0.25;0.75;0.05
0.097008;0.299636;0.25;0.75;0.05
0.098008;0.299625;0.25;0.75;0.05
0.099011;0.299614;0.25;0.75;0.05
0.100002;0.299604;0.25;0.75;0.05
0.101008;0.299594;0.25;0.75;0.05
0.102014;0.299583;0.25;0.75;0.05
0.103000;0.299571;0.25;0.75;0.05
0.104005;0.299559;0.25;0.75;0.05
0.105009;0.299547;0.25;0.75;0.05
0.106012;0.299536;0.25;0.75;0.05
0.107014;0.299525;0.25;0.75;0.05
0.108003;0.299516;0.25;0.75;0.05
0.109002;0.299507;0.25;0.75;0.05
0.110004;0.2995;0.25;0.75;0.05
0.111002;0.299493;0.25;0.75;0.05
0.112012;0.299487;0.25;0.75;0.05
0.113001;0.299482;0.25;0.75;0.05
0.114003;0.299477;0.25;0.75;0.05
0.115005;0.299473;0.25;0.75;0.05
0.116001;0.299468;0.25;0.75;0.05
0.117005;0.299462;0.25;0.75;0.05
0.118009;0.299453;0.25;0.75;0.05
0.119011;0.299445;0.25;0.75;0.05
0.120001;0.299439;0.25;0.75;0.05
0.121003;0.299434;0.25;0.75;0.05
0.122006;0.29943;0.25;0.75;0.05
0.123010;0.299425;0.25;0.75;0.05
0.124012;0.29942;0.25;0.75;0.05
0.125000;0.299414;0.25;0.75;0.05
0.126000;0.299407;0.25;0.75;0.05
0.127001;0.299399;0.25;0.75;0.05
0.128004;0.29939;0.25;0.75;0.05
0.129008;0.299381;0.25;0.75;0.05
0.130010;0.299372;0.25;0.75;0.05
0.131014;0.299362;0.25;0.75;0.05
