dp;case_name;status;max_displacement_m;max_rotation_deg;max_velocity_ms;max_sph_force_N;max_contact_force_N;max_flow_velocity_ms;max_water_height_m;sim_time_s;n_timesteps;n_particles;mem_gpu_mb;mem_gpu_cells_mb;tiempo_min
0.004;scout_fix3_f0685r_dp0004_dp0004;OK;0.010343222370228791;5.577916100687739;0.09999977830475426;16.478676944794444;2806.142559650168;0.0;0.128581;9.999036;9500;8152043;1557.2743377685547;119.73717498779297;89.34788781404495
