dp;case_name;status;max_displacement_m;max_rotation_deg;max_velocity_ms;max_sph_force_N;max_contact_force_N;max_flow_velocity_ms;max_water_height_m;criterion_mode;criterion_class;criterion_reference_time_s;moved;rotated;flow_gauge_id;water_gauge_id;sim_time_s;n_timesteps;n_particles;mem_gpu_mb;mem_gpu_cells_mb;tiempo_min
0.005;conv_edge_f0675_full_dp0005;OK;0.004691297581692937;3.6631801709872605;0.09999977830475426;10.574655743526597;10523.204966179504;0.8088810943123841;0.0715019;displacement_only;ESTABLE;0.50001;False;False;V05;hmax03;9.99904;9500;4691009;937.5024528503418;110.27845001220703;48.268095012505846
0.004;conv_edge_f0675_full_dp0004;OK;0.009312794049048669;5.564002697851365;0.09999977830475426;16.3481157443725;2777.646385206908;0.7609789626331089;0.0678352;displacement_only;FALLO;0.500036;True;True;V05;hmax03;9.999023;9500;8152043;1557.2743377685547;119.73717498779297;89.92929456233978
0.003;conv_edge_f0675_full_dp0003;OK;0.006015587834950291;5.332407382314178;0.09999563351966925;8.287064993938506;10767.29615584203;0.7639283615056732;0.068382;displacement_only;FALLO;0.500009;True;True;V05;hmax03;9.999012;9500;17525854;3338.452796936035;247.95160675048828;249.59591445128123
0.002;conv_edge_f0675_full_dp0002;OK;0.002264287525911465;7.587828987227177;0.0698224836925757;8.521031568625304;12958.020818585683;0.7615469563694481;0.0652479;displacement_only;ESTABLE;0.500003;False;True;V05;hmax03;9.999017;9500;51862438;9907.530849456787;762.1535110473633;1140.3578155358632
