case_id,status,dam_height,boulder_mass,boulder_rot_z,friction_coefficient,slope_inv,dp,classification_mode,reference_time_s,criterion_class,moved,rotated,failed,max_displacement_m,disp_pct_deq,max_displacement_pct_deq,max_rotation_deg,max_velocity_ms,max_sph_force_N,max_contact_force_N,max_flow_velocity_ms,max_water_height_m,sim_time_reached,n_timesteps,flow_gauge_id,flow_gauge_distance,water_gauge_id,water_gauge_distance,tiempo_min,n_particles,mem_gpu_mb,quality_flags
batch4_precheck_contact_m085,OK_SQLITE,0.01,0.85,0.0,0.68,20.0,0.003,displacement_only,0.500007,ESTABLE,0,0,0,0.0012318806760396848,1.2267213950481541,1.2267213950481541,2.7306870335543194,0.09999553379026485,0.0,11280.582913102497,0.04847581656746746,0.00910163,9.999053,9500,V03,3.9882075569595172,hmax01,6.233953598270443,,,,complete_postprocess_sqlite
batch4_precheck_contact_m125,OK_SQLITE,0.01,1.25,0.0,0.68,20.0,0.003,displacement_only,0.500007,ESTABLE,0,0,0,0.0012318542933317973,1.226695122834575,1.226695122834575,2.879006813023255,0.09999553379026485,1.7763568394002505e-15,16589.09860134664,0.04847581656746746,0.00910163,9.999053,9500,V03,3.9882075569595172,hmax01,6.233953598270443,,,,complete_postprocess_sqlite
