case_id,status,dam_height,boulder_mass,boulder_rot_z,friction_coefficient,slope_inv,dp,classification_mode,reference_time_s,criterion_class,moved,rotated,failed,max_displacement_m,disp_pct_deq,max_displacement_pct_deq,max_rotation_deg,max_velocity_ms,max_sph_force_N,max_contact_force_N,max_flow_velocity_ms,max_water_height_m,sim_time_reached,n_timesteps,flow_gauge_id,flow_gauge_distance,water_gauge_id,water_gauge_distance,tiempo_min,n_particles,mem_gpu_mb,quality_flags
batch4_mass_m125_H0225_mu0860,PARTIAL_RECOVERED_NOT_SQLITE,0.225,1.25,0,0.86,20,0.003,displacement_only,0.500001,ESTABLE,False,False,False,0.0012390811111464746,1.2338916737699144,1.2338916737699144,4.7277526044886775,0.10008207293017066,10.404905452722769,88064.9427373038,0.8898783065983797,0.0580703,9.506016,9007,V05,0.06827212223155227,hmax03,1.229420174095903,,,,partial_recovery; sim_time_reached=9.506s; runner_stopped_before_postprocess; use_as_diagnostic_not_official
