case_name,dp,dam_height,boulder_mass,boulder_rot_z,friction_coefficient,slope_inv,classification_mode,reference_time_s,criterion_class,moved,rotated,max_displacement_m,disp_mm,disp_pct_deq,margin_mm,margin_pct_deq,max_rotation,max_velocity,max_sph_force,max_contact_force,max_flow_velocity,max_water_height
al4_base_m085_mu0790,0.003,0.2,0.85,0.0,0.79,20.0,displacement_only,0.500009,FALLO,1,1,0.006201481758418231,6.201481758418231,6.175509123586105,-1.1804530186719564,-1.1755091235861048,5.4405802646869805,0.10034195903010863,8.56511438376371,9054.349576521661,0.7328512157023078,0.0679788
al4_base_m100_mu06808,0.003,0.2,1.0,0.0,0.6808,20.0,displacement_only,0.500009,ESTABLE,0,0,0.0035832679218836304,3.5832679218836305,3.568260716691997,1.4377608178626438,1.4317392833080032,4.933463496179058,0.09999763102693983,8.363559426394005,10753.34780069175,0.8217874985942168,0.0690101
al4_highH_m100_mu0865,0.003,0.225,1.0,0.0,0.865,20.0,displacement_only,0.500001,ESTABLE,0,1,0.0048853440001702456,4.885344000170246,4.86488352625633,0.13568473957602833,0.13511647374367008,5.6560911649884495,0.10011640829054945,10.16255821219618,70338.15364419401,0.9424356135982129,0.0710731
al4_highH_m115_mu0750,0.003,0.225,1.15,0.0,0.75,20.0,displacement_only,0.500001,FALLO,1,1,0.005476860962266516,5.476860962266516,5.453923136220961,-0.45583222252024136,-0.45392313622096125,5.525694004236292,0.10020624036954984,10.250940839841434,80691.99843897783,0.8944713790824388,0.0720039
al4_highH_m125_mu0680,0.003,0.225,1.25,0.0,0.68,20.0,displacement_only,0.500001,FALLO,1,1,0.00622772879948997,6.22772879948997,6.201646238540226,-1.2067000597436959,-1.201646238540226,5.970220107085424,0.09999663227329209,9.912437683811383,88392.14374817099,0.85086245902133,0.0712348
al4_lowH_m085_mu0566,0.003,0.175,0.85,0.0,0.566,20.0,displacement_only,0.500003,ESTABLE,0,0,0.002020125986170497,2.020125986170497,2.0116654284203315,3.0009027535757773,2.9883345715796685,4.516046379130723,0.09999563351966925,8.798045980257434,24290.785610579187,0.7746053559436648,0.0661128
al4_midH_m085_mu0890,0.003,0.21,0.85,0.0,0.89,20.0,displacement_only,0.500012,ESTABLE,0,1,0.0024427259363260607,2.4427259363260605,2.4324954734769135,2.578302803420214,2.5675045265230865,5.012945868647545,0.09999668220496118,9.024534557305934,6679.078021150587,0.8650073471233745,0.0684596
al4_midH_m100_mu0748,0.003,0.21,1.0,0.0,0.748,20.0,displacement_only,0.500012,ESTABLE,0,1,0.003157113238387605,3.1571132383876046,3.143890825993502,1.8639155013586697,1.856109174006498,5.274785161785713,0.10023169352555109,9.309449516920967,7803.826735205443,0.8670115347471221,0.0693666
