time [s];zmax [m];posx [m];posy [m];posz [m]
0.000000;-3.40282e+38;5.25;0.5119;0.05
0.001042;-3.40282e+38;5.25;0.5119;0.05
0.002038;-3.40282e+38;5.25;0.5119;0.05
0.003033;-3.40282e+38;5.25;0.5119;0.05
0.004028;-3.40282e+38;5.25;0.5119;0.05
0.005023;-3.40282e+38;5.25;0.5119;0.05
0.006017;-3.40282e+38;5.25;0.5119;0.05
0.007012;-3.40282e+38;5.25;0.5119;0.05
0.008007;-3.40282e+38;5.25;0.5119;0.05
0.009001;-3.40282e+38;5.25;0.5119;0.05
0.010041;-3.40282e+38;5.25;0.5119;0.05
0.011035;-3.40282e+38;5.25;0.5119;0.05
0.012028;-3.40282e+38;5.25;0.5119;0.05
0.013021;-3.40282e+38;5.25;0.5119;0.05
0.014014;-3.40282e+38;5.25;0.5119;0.05
0.015007;-3.40282e+38;5.25;0.5119;0.05
0.016044;-3.40282e+38;5.25;0.5119;0.05
0.017036;-3.40282e+38;5.25;0.5119;0.05
0.018027;-3.40282e+38;5.25;0.5119;0.05
0.019018;-3.40282e+38;5.25;0.5119;0.05
0.020009;-3.40282e+38;5.25;0.5119;0.05
0.021044;-3.40282e+38;5.25;0.5119;0.05
0.022034;-3.40282e+38;5.25;0.5119;0.05
0.023023;-3.40282e+38;5.25;0.5119;0.05
0.024013;-3.40282e+38;5.25;0.5119;0.05
0.025002;-3.40282e+38;5.25;0.5119;0.05
0.026037;-3.40282e+38;5.25;0.5119;0.05
0.027026;-3.40282e+38;5.25;0.5119;0.05
0.028015;-3.40282e+38;5.25;0.5119;0.05
0.029004;-3.40282e+38;5.25;0.5119;0.05
0.030038;-3.40282e+38;5.25;0.5119;0.05
0.031027;-3.40282e+38;5.25;0.5119;0.05
0.032015;-3.40282e+38;5.25;0.5119;0.05
0.033002;-3.40282e+38;5.25;0.5119;0.05
0.034033;-3.40282e+38;5.25;0.5119;0.05
0.035018;-3.40282e+38;5.25;0.5119;0.05
0.036002;-3.40282e+38;5.25;0.5119;0.05
0.037031;-3.40282e+38;5.25;0.5119;0.05
0.038016;-3.40282e+38;5.25;0.5119;0.05
0.039000;-3.40282e+38;5.25;0.5119;0.05
0.040029;-3.40282e+38;5.25;0.5119;0.05
0.041013;-3.40282e+38;5.25;0.5119;0.05
0.042039;-3.40282e+38;5.25;0.5119;0.05
0.043020;-3.40282e+38;5.25;0.5119;0.05
0.044002;-3.40282e+38;5.25;0.5119;0.05
0.045029;-3.40282e+38;5.25;0.5119;0.05
0.046012;-3.40282e+38;5.25;0.5119;0.05
0.047039;-3.40282e+38;5.25;0.5119;0.05
0.048020;-3.40282e+38;5.25;0.5119;0.05
0.049001;-3.40282e+38;5.25;0.5119;0.05
0.050027;-3.40282e+38;5.25;0.5119;0.05
0.051008;-3.40282e+38;5.25;0.5119;0.05
0.052034;-3.40282e+38;5.25;0.5119;0.05
0.053014;-3.40282e+38;5.25;0.5119;0.05
0.054036;-3.40282e+38;5.25;0.5119;0.05
0.055013;-3.40282e+38;5.25;0.5119;0.05
0.056034;-3.40282e+38;5.25;0.5119;0.05
0.057002;-3.40282e+38;5.25;0.5119;0.05
0.058014;-3.40282e+38;5.25;0.5119;0.05
0.059032;-3.40282e+38;5.25;0.5119;0.05
0.060010;-3.40282e+38;5.25;0.5119;0.05
0.061033;-3.40282e+38;5.25;0.5119;0.05
0.062013;-3.40282e+38;5.25;0.5119;0.05
0.063034;-3.40282e+38;5.25;0.5119;0.05
0.064012;-3.40282e+38;5.25;0.5119;0.05
0.065035;-3.40282e+38;5.25;0.5119;0.05
0.066013;-3.40282e+38;5.25;0.5119;0.05
0.067033;-3.40282e+38;5.25;0.5119;0.05
0.068008;-3.40282e+38;5.25;0.5119;0.05
0.069030;-3.40282e+38;5.25;0.5119;0.05
0.070007;-3.40282e+38;5.25;0.5119;0.05
0.071029;-3.40282e+38;5.25;0.5119;0.05
0.072005;-3.40282e+38;5.25;0.5119;0.05
0.073025;-3.40282e+38;5.25;0.5119;0.05
0.074041;-3.40282e+38;5.25;0.5119;0.05
0.075010;-3.40282e+38;5.25;0.5119;0.05
0.076015;-3.40282e+38;5.25;0.5119;0.05
0.077012;-3.40282e+38;5.25;0.5119;0.05
0.078015;-3.40282e+38;5.25;0.5119;0.05
0.079032;-3.40282e+38;5.25;0.5119;0.05
0.080007;-3.40282e+38;5.25;0.5119;0.05
0.081027;-3.40282e+38;5.25;0.5119;0.05
0.082044;-3.40282e+38;5.25;0.5119;0.05
0.083014;-3.40282e+38;5.25;0.5119;0.05
0.084027;-3.40282e+38;5.25;0.5119;0.05
0.085040;-3.40282e+38;5.25;0.5119;0.05
0.086011;-3.40282e+38;5.25;0.5119;0.05
0.087030;-3.40282e+38;5.25;0.5119;0.05
0.088006;-3.40282e+38;5.25;0.5119;0.05
0.089028;-3.40282e+38;5.25;0.5119;0.05
0.090019;-3.40282e+38;5.25;0.5119;0.05
0.091022;-3.40282e+38;5.25;0.5119;0.05
0.092033;-3.40282e+38;5.25;0.5119;0.05
0.093003;-3.40282e+38;5.25;0.5119;0.05
0.094014;-3.40282e+38;5.25;0.5119;0.05
0.095030;-3.40282e+38;5.25;0.5119;0.05
0.096003;-3.40282e+38;5.25;0.5119;0.05
0.097019;-3.40282e+38;5.25;0.5119;0.05
0.098033;-3.40282e+38;5.25;0.5119;0.05
0.099002;-3.40282e+38;5.25;0.5119;0.05
0.100013;-3.40282e+38;5.25;0.5119;0.05
0.101025;-3.40282e+38;5.25;0.5119;0.05
0.102040;-3.40282e+38;5.25;0.5119;0.05
0.103010;-3.40282e+38;5.25;0.5119;0.05
0.104025;-3.40282e+38;5.25;0.5119;0.05
0.105038;-3.40282e+38;5.25;0.5119;0.05
0.106038;-3.40282e+38;5.25;0.5119;0.05
0.107040;-3.40282e+38;5.25;0.5119;0.05
0.108030;-3.40282e+38;5.25;0.5119;0.05
0.109017;-3.40282e+38;5.25;0.5119;0.05
0.110012;-3.40282e+38;5.25;0.5119;0.05
0.111015;-3.40282e+38;5.25;0.5119;0.05
0.112028;-3.40282e+38;5.25;0.5119;0.05
0.113042;-3.40282e+38;5.25;0.5119;0.05
0.114015;-3.40282e+38;5.25;0.5119;0.05
0.115033;-3.40282e+38;5.25;0.5119;0.05
0.116006;-3.40282e+38;5.25;0.5119;0.05
0.117023;-3.40282e+38;5.25;0.5119;0.05
0.118037;-3.40282e+38;5.25;0.5119;0.05
0.119011;-3.40282e+38;5.25;0.5119;0.05
0.120026;-3.40282e+38;5.25;0.5119;0.05
0.121038;-3.40282e+38;5.25;0.5119;0.05
0.122006;-3.40282e+38;5.25;0.5119;0.05
0.123020;-3.40282e+38;5.25;0.5119;0.05
0.124029;-3.40282e+38;5.25;0.5119;0.05
0.125044;-3.40282e+38;5.25;0.5119;0.05
0.126016;-3.40282e+38;5.25;0.5119;0.05
0.127026;-3.40282e+38;5.25;0.5119;0.05
0.128036;-3.40282e+38;5.25;0.5119;0.05
0.129037;-3.40282e+38;5.25;0.5119;0.05
0.130032;-3.40282e+38;5.25;0.5119;0.05
0.131029;-3.40282e+38;5.25;0.5119;0.05
0.132024;-3.40282e+38;5.25;0.5119;0.05
0.133040;-3.40282e+38;5.25;0.5119;0.05
0.134026;-3.40282e+38;5.25;0.5119;0.05
0.135029;-3.40282e+38;5.25;0.5119;0.05
0.136039;-3.40282e+38;5.25;0.5119;0.05
0.137015;-3.40282e+38;5.25;0.5119;0.05
0.138022;-3.40282e+38;5.25;0.5119;0.05
0.139033;-3.40282e+38;5.25;0.5119;0.05
0.140027;-3.40282e+38;5.25;0.5119;0.05
0.141010;-3.40282e+38;5.25;0.5119;0.05
0.142013;-3.40282e+38;5.25;0.5119;0.05
0.143014;-3.40282e+38;5.25;0.5119;0.05
0.144036;-3.40282e+38;5.25;0.5119;0.05
0.145012;-3.40282e+38;5.25;0.5119;0.05
0.146011;-3.40282e+38;5.25;0.5119;0.05
0.147000;-3.40282e+38;5.25;0.5119;0.05
0.148013;-3.40282e+38;5.25;0.5119;0.05
0.149014;-3.40282e+38;5.25;0.5119;0.05
0.150006;-3.40282e+38;5.25;0.5119;0.05
0.151028;-3.40282e+38;5.25;0.5119;0.05
0.152023;-3.40282e+38;5.25;0.5119;0.05
0.153025;-3.40282e+38;5.25;0.5119;0.05
0.154005;-3.40282e+38;5.25;0.5119;0.05
0.155040;-3.40282e+38;5.25;0.5119;0.05
0.156034;-3.40282e+38;5.25;0.5119;0.05
0.157031;-3.40282e+38;5.25;0.5119;0.05
0.158020;-3.40282e+38;5.25;0.5119;0.05
0.159038;-3.40282e+38;5.25;0.5119;0.05
0.160036;-3.40282e+38;5.25;0.5119;0.05
0.161035;-3.40282e+38;5.25;0.5119;0.05
0.162012;-3.40282e+38;5.25;0.5119;0.05
0.163018;-3.40282e+38;5.25;0.5119;0.05
0.164041;-3.40282e+38;5.25;0.5119;0.05
0.165001;-3.40282e+38;5.25;0.5119;0.05
0.166004;-3.40282e+38;5.25;0.5119;0.05
0.167022;-3.40282e+38;5.25;0.5119;0.05
0.168006;-3.40282e+38;5.25;0.5119;0.05
0.169006;-3.40282e+38;5.25;0.5119;0.05
0.170002;-3.40282e+38;5.25;0.5119;0.05
0.171017;-3.40282e+38;5.25;0.5119;0.05
0.172029;-3.40282e+38;5.25;0.5119;0.05
0.173020;-3.40282e+38;5.25;0.5119;0.05
0.174014;-3.40282e+38;5.25;0.5119;0.05
0.175015;-3.40282e+38;5.25;0.5119;0.05
0.176008;-3.40282e+38;5.25;0.5119;0.05
0.177012;-3.40282e+38;5.25;0.5119;0.05
0.178020;-3.40282e+38;5.25;0.5119;0.05
0.179036;-3.40282e+38;5.25;0.5119;0.05
0.180006;-3.40282e+38;5.25;0.5119;0.05
0.181025;-3.40282e+38;5.25;0.5119;0.05
0.182002;-3.40282e+38;5.25;0.5119;0.05
0.183011;-3.40282e+38;5.25;0.5119;0.05
0.184030;-3.40282e+38;5.25;0.5119;0.05
0.185022;-3.40282e+38;5.25;0.5119;0.05
0.186015;-3.40282e+38;5.25;0.5119;0.05
0.187013;-3.40282e+38;5.25;0.5119;0.05
0.188030;-3.40282e+38;5.25;0.5119;0.05
0.189031;-3.40282e+38;5.25;0.5119;0.05
0.190029;-3.40282e+38;5.25;0.5119;0.05
0.191018;-3.40282e+38;5.25;0.5119;0.05
0.192017;-3.40282e+38;5.25;0.5119;0.05
0.193020;-3.40282e+38;5.25;0.5119;0.05
0.194009;-3.40282e+38;5.25;0.5119;0.05
0.195033;-3.40282e+38;5.25;0.5119;0.05
0.196022;-3.40282e+38;5.25;0.5119;0.05
0.197021;-3.40282e+38;5.25;0.5119;0.05
0.198026;-3.40282e+38;5.25;0.5119;0.05
0.199031;-3.40282e+38;5.25;0.5119;0.05
0.200042;-3.40282e+38;5.25;0.5119;0.05
0.201009;-3.40282e+38;5.25;0.5119;0.05
0.202019;-3.40282e+38;5.25;0.5119;0.05
0.203026;-3.40282e+38;5.25;0.5119;0.05
0.204032;-3.40282e+38;5.25;0.5119;0.05
0.205032;-3.40282e+38;5.25;0.5119;0.05
0.206000;-3.40282e+38;5.25;0.5119;0.05
0.207017;-3.40282e+38;5.25;0.5119;0.05
0.208032;-3.40282e+38;5.25;0.5119;0.05
0.209003;-3.40282e+38;5.25;0.5119;0.05
0.210021;-3.40282e+38;5.25;0.5119;0.05
0.211030;-3.40282e+38;5.25;0.5119;0.05
0.212039;-3.40282e+38;5.25;0.5119;0.05
0.213006;-3.40282e+38;5.25;0.5119;0.05
